name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_measurement_type,radius_measurement_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
HIP 57274 d,Confirmed,0.527,0.025,0.025,0.527,0.025,0.025,,,,431.7,8.5,8.5,1.01,,,0.27,0.05,0.05,,,,0.038966,2011,20-05-2013,187.2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HIP 57274,176.1708333,30.9591667,8.96,,,,,25.92,,,0.09,0.05,0.05,0.73,0.05,0.05,0.68,0.03,0.03,K5V,7.87,5,5,4640,100,100,,,
HIP 5763 b,Confirmed,0.51,,,0.51,,,,,,30.014,0.28,0.28,0.17,,,0.054,,,,,,,2021,03-12-2021,271,,,2458056.731,,,,,,,,,,,,,,,,,,,,,41.1,11.2,11.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HIP 5763,18.49527987,16.49451914,9.909,,,,,31.93,0.004,0.004,,,,0.73,,,,,,K6V,,,,,,,,,BD+15 176
HIP 59173 Ab,Confirmed,62,27,27,,,,,,,,,,5.5,2.4,2.4,,,,,,,,2023,24-08-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,"Radial Velocity, Astrometry",Astrometry,,,,HIP 59173 A,182.0217594,-50.66127096,4.47,,,,,108.9,,,,,,5.23,,,3.4,,,B5V+?,0.014,,,16293,,,,,"*V863 Cen, HD 105382"
HIP 63242 b,Confirmed,9.18,,,9.18,,,,,,124.6,,,0.565,,,0.23,,,,,,,2013,21-07-2013,118.2,,,2455376.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HIP 63242,194.3833,-65.6464,6.86,,,,,135,8.9,8.9,-0.31,0.09,0.09,1.54,0.05,0.05,,,,G8III,,,,,,,,,
HIP 65040 Ab,Confirmed,50,,,50,,,,,,305.11,0.44,0.44,0.88,,,0.591,0.059,0.059,,,,,2002,03-07-2024,,,,,,,,,,,,,,,,,,,,,,,,,1970,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HIP 65040 A,199.9806535,6.857459655,9.81,,8.4,8.09,7.98,75.2736,0.3981,0.3981,,,,0.93,0.118,0.118,0.91,0.0571,0.0571,G7V,,,,5386.93,144.935,144.935,,,"BD+07 2634, NSN 641 A"
HIP 65407 b,Confirmed,0.428,0.032,0.032,0.428,0.032,0.032,,,,28.125,0.019,0.019,0.177,0.05,0.05,0.14,0.07,0.07,,,,,2016,17-02-2016,50,150,150,2456990.8,2.5,2.5,,,,,,,,,,,,,,,,,,,30.5,1.6,1.6,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HIP 65407,201.0875,48.88500002,9.42,,,,,16.74,1.28,1.28,0.25,0.04,0.04,0.93,0.07,0.07,,,,K0,,,,5460,50,50,,,
HIP 65407 c,Confirmed,0.784,0.054,0.054,0.784,0.054,0.054,,,,67.3,0.08,0.08,0.316,0.008,0.008,0.12,0.04,0.04,,,,,2016,17-02-2016,341,25,25,2457047,6,6,,,,,,,,,,,,,,,,,,,41.5,1.9,1.9,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HIP 65407,201.0875,48.88500002,9.42,,,,,16.74,1.28,1.28,0.25,0.04,0.04,0.93,0.07,0.07,,,,K0,,,,5460,50,50,,,
HIP 65891 b,Confirmed,5.888,0.283,0.283,6,0.5,0.5,,,,1079.6,18.4,18.4,2.794,0.098,0.098,0.128,0.036,0.036,88.973,17.329,17.329,,2015,19-06-2024,359.295,12.045,12.045,2456014.8,49.3,49.3,,,,,,,,,,,,,,,,,,,63.884,2.099,2.099,,,,,,,,,,Published in a refereed paper,"Radial Velocity, Astrometry",Astrometry,,HD 117253 b,,HIP 65891,202.6041667,-58.66444447,6.77,,5.115,4.689,4.453,150.292,0.647,0.647,0.16,0.1,0.1,2.5,0.21,0.21,9.53,,,K0III,,,,5060,122,122,,,HD 117253
HIP 67537 b,Confirmed,11.1,0.6,0.6,11.1,0.6,0.6,,,,2592.5,116.1,116.1,4.96,0.24,0.24,0.59,0.04,0.04,,,,,2016,13-03-2017,120.7,5.3,5.3,2456293.3,29.9,29.9,,,,,,,,,,,,,,,,,,,113.2,4,4,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HIP 67537,207.5791667,-39.90083335,6.44,,,,,112.6,5.8,5.8,0.15,0.08,0.08,2.41,0.16,0.16,8.69,0.88,0.88,K1III,,,,4985,100,100,,,HD 120457
HIP 67851 b,Confirmed,1.38,0.15,0.15,1.38,0.15,0.15,,0.04,0.04,88.9,0.1,0.1,0.46,0.02,0.02,0.05,0.04,0.04,,,,,2014,26-05-2015,138.1,60,60,2452997.8,16.7,16.7,,,,,,,,,,,,,,,,,,,45.45,1.6,1.6,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HIP 67851,208.4666667,-35.31444446,6.17,,,,,65.96,1.7,1.7,0,0.1,0.1,1.63,0.22,0.22,5.52,0.44,0.44,K0III C,,,,4890,100,100,,,
HIP 67851 c,Confirmed,5.98,0.76,0.76,5.98,0.76,0.76,,,,2131.8,88.3,88.3,3.82,0.23,0.23,0.17,0.06,0.06,,,,,2015,29-05-2015,166.5,20.5,20.5,2452684.1,235.7,235.7,,,,,,,,,,,,,,,,,,,69,3.3,3.3,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HIP 67851,208.4666667,-35.31444446,6.17,,,,,65.96,1.7,1.7,0,0.1,0.1,1.63,0.22,0.22,5.52,0.44,0.44,K0III C,,,,4890,100,100,,,
HIP 68468 Ab,Confirmed,0.011,,,0.011,,,,,,1.8372,,,0.029743,,,0.41,,,,,,,2016,28-07-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HIP 68468 A,210.2666667,-32.75694447,,,,,,87.8,9,9,0.065,0.007,0.007,1.05,0.01,0.01,,,,G3V,5.9,0.4,0.4,5857,8,8,,,
HIP 68468 Ac,Confirmed,0.094,,,0.094,,,,,,194,,,0.665,,,0.04,,,,,,,2016,28-07-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HIP 68468 A,210.2666667,-32.75694447,,,,,,87.8,9,9,0.065,0.007,0.007,1.05,0.01,0.01,,,,G3V,5.9,0.4,0.4,5857,8,8,,,
HIP 70849 b,Confirmed,4.58,0.09,0.09,4.58,0.09,0.09,,,,3659,4,4,3.99,0.07,0.07,0.66,0.004,0.004,90,21,21,0.416667,2009,30-08-2024,,,,,,,,,,,,,,,,,,,,,,,,,75.52,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,GJ 9482 b,,HIP 70849,217.3291667,-46.4638889,10.36,,,,,24,1.2,1.2,,,,0.63,0.03,0.03,,,,K7V,3,2,2,4105,130,130,,,GJ 9482
HIP 71135 b,Confirmed,0.0592,0.0129,0.0129,0.0592,0.0129,0.0129,,,,87.19,0.38,0.38,0.335,0.007,0.007,0.21,0.13,0.13,,,,,2019,19-04-2019,115.6,71.7,71.7,,,,,,,,,,,,,,,,,,,,,,3.71,0.79,0.79,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HIP 71135,218.22,-52.65,,,,,,32.36,0.05,0.05,,,,0.66,0.04,0.04,,,,M1,,,,4146,110,110,,,
HIP 74890 b,Confirmed,2.4,0.3,0.3,2.4,0.3,0.3,,,,822.3,16.8,16.8,2.1,0.09,0.09,0.07,0.07,0.07,,,,,2016,17-03-2016,181.9,93.9,93.9,2459820.4,380,380,,,,,,,,,,,,,,,,,,,36.5,2.7,2.7,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HIP 74890,229.5708333,-41.42055557,7.05,,,,,91.6,5.3,5.3,0.2,0.13,0.13,1.74,0.21,0.21,5.77,0.53,0.53,K1III,,,,4850,100,100,,,
HIP 75092 b,Confirmed,1.79,0.16,0.16,1.79,0.16,0.16,,,,926.4,12.8,12.8,2.02,0.02,0.02,0.42,0.1,0.1,,,,,2021,29-03-2021,262.4,16.7,16.7,2454230.5,49,49,,,,,,,,,,,,,,,,,,,34.8,3.9,3.9,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HIP 75092,230.1708333,-25.9902778,7.1,,,,,81.86,0.4,0.4,-0.01,0.05,0.05,1.28,0.1,0.1,4.53,0.05,0.05,K0III,,,,4891,50,50,,,
HIP 79431 b,Confirmed,2.1,,,2.1,,,,,,111.7,0.7,0.7,0.36,,,0.29,,,,,,0.025,2010,10-01-2010,287.4,3.2,3.2,2454980.3,1.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HIP 79431,243.175,-18.8755556,11.34,,,,,14.4,0.7,0.7,0.4,0.1,0.1,0.49,0.05,0.05,,,,M3V,,,,3191,100,100,,,
HIP 8541 Ab,Confirmed,7.714,0.103,0.103,5.59,1,1,,,,1852.1,117.8,117.8,3.729,0.168,0.168,0.36,0.047,0.047,90.904,26.166,26.166,,2016,15-06-2024,328.115,7.75,7.75,2459346.9,93.4,93.4,,,,,,,,,,,,,,,,,,,85.72,2.736,2.736,,,,,,,,,,Published in a refereed paper,"Radial Velocity, Astrometry",Astrometry,,HD 11343 b,,HIP 8541 A,27.525,-54.46500002,7.9,,,,,169,17,17,-0.15,0.08,0.08,1.17,0.3,0.3,7.83,1,1,K2III,,,,4670,100,100,,,HD 11343
HIP 8541 Ac,Confirmed,0.804,0.16,0.16,0.804,0.16,0.16,,,,228.5,3.8,3.8,0.923,0.022,0.022,0.169,0.102,0.102,,,,,2022,15-06-2024,82.15,57.762,57.762,,,,,,,,,,,,,,,,,,,,,,17.021,3.221,3.221,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,HD 11343 c,,HIP 8541 A,27.525,-54.46500002,7.9,,,,,169,17,17,-0.15,0.08,0.08,1.17,0.3,0.3,7.83,1,1,K2III,,,,4670,100,100,,,HD 11343
HIP 86221 Ab,Confirmed,0.71,,,0.71,,,,,,2.224,0.0005,0.0005,0.031,,,0.086,,,,,,,2021,28-07-2024,209,,,2457947.283,,,,,,,,,,,,,,,,,,,,,129.6,20,20,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HIP 86221 A,264.2958333,27.89638892,9.22,,7,6.42,6.3,29.4898,2.21962,2.21962,,,,0.79,,,,,,K5V,,,,,,,,,"BD+27 2853, GJ 9595, KUI 83 A"
HIP 90988 Ab,Confirmed,1.96,0.09,0.09,1.96,0.09,0.09,,,,453.9,2,2,1.26,0.01,0.01,0.08,0.05,0.05,,,,,2020,28-07-2024,161.6,23.9,23.9,2455309.2,30.2,30.2,,,,,,,,,,,,,,,,,,,43.6,2.1,2.1,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HIP 90988 A,278.3875,-50.21166668,7.8,,,,,94.29,0.5,0.5,0.17,0.06,0.06,1.3,0.08,0.08,3.94,0.04,0.04,K1III,,,,4884,58,58,,,
HIP 91258 b,Confirmed,1.068,0.038,0.038,1.068,0.038,0.038,,,,5.0505,0.0015,0.0015,0.057,0.0009,0.0009,0.024,0.014,0.014,,,,,2013,25-08-2014,276,64,64,2456164.275,0.028,0.028,,,,2456165.565,0.023,0.023,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HIP 91258,279.2208334,61.70250002,8.65,,,,,44.9,1.3,1.3,0.23,0.05,0.05,0.95,0.03,0.03,,,,G5V,2.4,2.4,2.4,5519,70,70,,,
HIP 948 b,Confirmed,20.6,8.513,8.513,,,,,,,24955.5,10015.5,10015.5,15.037,4.464,4.464,0.23,0.11,0.11,110.998,22.006,22.006,,2022,16-06-2024,117.432,17.596,17.596,,,,,,,,,,,,,,,,,,,,,,169.73,43.056,43.056,,,,,,,,,,Published in a refereed paper,"Radial Velocity, Astrometry",Astrometry,Primary Transit,CD-39 31 b,,HIP 948,2.923527878,-39.22994523,9.91,,7.851,7.255,7.188,34.8523,0.05815,0.05815,,,,0.71,0.08,0.08,0.688,0.0565,0.0565,K5V,,,,4497,127.105,127.105,,,CD-39 31
HIP 97166 c,Confirmed,9.9,1.8,1.8,9.9,1.8,1.8,,,,16.84,0.22,0.22,0.124,0.002,0.002,0.25,0.25,0.25,,,,,2021,13-06-2024,178.2,,,,,,,,,,,,,,,,,,,,,,53,53,,,,642,22,22,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,TOI-1255 c,,HIP 97166,296.24462,74.06286,,,,,,66.08,0.1,0.1,0.27,0.09,0.09,0.898,0.054,0.054,0.836,0.036,0.036,,3.33,3.28,3.28,5198,100,100,,,
HIP 97233 b,Confirmed,20,0.4,0.4,20,0.4,0.4,,,,1058.8,6.7,6.7,2.55,0.05,0.05,0.61,0.03,0.03,,,,,2014,09-10-2014,249.3,2.4,2.4,2455856.3,10,10,,,,,,,,,,,,,,,,,,,320.1,18.4,18.4,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HIP 97233,296.4208333,-0.696666691,7.34,,,,,106.5,7.9,7.9,0.29,0.13,0.13,1.93,0.11,0.11,5.34,0.55,0.55,K0,,,,5020,100,100,,,
HN Lib b,Confirmed,0.01749,0.00236,0.00236,0.01749,0.00236,0.00236,,,,36.116,0.0029,0.0029,0.1417,0.0023,0.0023,0.079,0.055,0.055,,,,,2023,01-06-2023,,,,2457436.3,1.4,1.4,,,,,,,,,,,,,,,,,,,2.59,0.34,0.34,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,Gliese 555 b,,HN Lib,218.575,-12.51944446,11.3,,,,,6.253,0.002,0.002,-0.18,0.15,0.15,0.291,0.013,0.013,0.299,0.009,0.009,M3.5V,4.4,3.5,3.5,3347,50,50,,,Gliese 555
HQ Tau Ab,Confirmed,50.1,32,32,50.1,32,32,,,,125.8,55.2,55.2,0.61,0.24,0.24,,,,,,,,2024,05-11-2024,,,,,,,,,,,,,,,,,,,,,,,,,1250,710,710,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HQ Tau A,68.94723222,22.83935749,12.02,,8.655,7.731,7.135,162.54,5.08,5.08,0.01,,,1.78,,,,,,K2.0,0.001,0.0004,0.0004,4900,,,,,
HR 5183 Ab,Confirmed,3.23,0.14,0.14,3.23,0.14,0.14,,,,27400,11000,11000,18,4,4,0.84,0.04,0.04,,,,,2019,05-08-2024,340,30,30,2458121,12,12,,,,,,,,,,,,,,,,,,,38.25,0.6,0.6,110,60,60,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"HD 120066 b, HD 120066 Ab",,HR 5183 A,206.7375,6.349722242,6.3,,,,,31.49,0.04,0.04,0.1,0.06,0.06,1.07,0.04,0.04,1.53,0.06,0.06,G0IV-V,7.7,1.2,1.2,5794,100,100,,,"HD 120066, HD 120066 A"
HS Psc b,Confirmed,1.46,0.44,0.44,1.46,0.44,0.44,,,,3.986,0.003,0.003,0.0435,0.0017,0.0017,0.27,0.27,0.27,,,,,2024,06-03-2024,176,102,102,2458486.71,0.9,0.9,,,,,,,,,,,,,,,,,,,268,92,92,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HS Psc,24.34741667,26.95278611,10.9,,,,,37.667,0.044,0.044,-0.05,0.09,0.09,0.69,0.07,0.07,0.65,0.07,0.07,KTV,0.133,0.02,0.02,4203,116,116,,,
IC 4651 9122 b,Confirmed,6.3,0.5,0.5,6.3,0.5,0.5,,,,734,8.1,8.1,2.038,0.039,0.039,0.18,0.09,0.09,,,,,2018,21-07-2018,118.5,60.7,60.7,2454605.6,175,175,,,,,,,,,,,,,,,,,,,89.5,6.8,6.8,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,IC 4651 9122,261.2041667,-49.93333335,,,,,,,,,0.12,,,2,,,,,,,,,,,,,,,
IGR J17062-6143 b,Confirmed,22,,,6,1,1,0.4867,,,0.026368148,,,0.002077,0.000129,0.000129,,,,23.2,4.2,4.2,,2017,16-07-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,"Timing, Kinematic",Timing,,,,IGR J17062-6143,256.5678333,-61.711275,,,,,,7300,,,,,,1.7,0.3,0.3,,,,PSR,,,,,,,,,
IM Lup b,Confirmed,2.5,0.5,0.5,,,,,,,,,,117,,,,,,,,,,2018,07-08-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,"Imaging, Kinematic",,,"HIC 78853 b, THA 15-12 b",,IM Lup,239.0375,-37.935,,,8.09,,,155.8,0.5,0.5,,,,1.2,0.4,0.4,2.15,,,M0V,,,,3900,,,,,
Innes' Star b,Confirmed,0.03285,0.00588,0.00588,0.03285,0.00588,0.00588,,,,20.129,0.012,0.012,0.111,0.009,0.009,0.1,0.12,0.12,,,,,2014,31-07-2024,283,54,54,,,,,,,,,,,,,,,,,,,,,,4.2,0.35,0.35,,,,,,,,,,Published in a refereed paper,Radial Velocity,Spectrum,,GJ 422 b,,Innes' Star,169.0008519,-57.54765977,11.516,,,,,12.67,0.005,0.005,,,,0.35,,,,,,M3.5V,,,,3323,,,,,"GJ 422, HIP 55042"
iot Cap b,Confirmed,3.48,0.531,0.531,3.48,0.531,0.531,,,,512.5,8.2,8.2,1.771,0.062,0.062,0.732,0.049,0.049,,,,,2022,12-06-2024,350.068,3.529,3.529,53040.709,,,,,,,,,,,,,,,,,,,,,64.947,8.409,8.409,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,HD 203387 b,,iot Cap,320.5616499,-16.83454389,4.27,3.17,2.82,2.32,2.25,61.7477,1.15455,1.15455,0.05,0.05,0.05,2.89,0.08,0.08,10.67,0.62,0.62,G7III,0.39,0.03,0.03,5200,20,20,,,"32 Cap, HD 203387, HIP 105515, HR 8167"
iot Cap c,Confirmed,7.485,2.21,2.21,,,,,,,2481.1,82.7,82.7,5.067,0.196,0.196,0.202,0.101,0.101,158.462,9.058,9.058,,2022,12-06-2024,86.348,60.721,60.721,,,,,,,,,,,,,,,,,,,,,,21.097,1.043,1.043,,,,,,,,,,Published in a refereed paper,"Radial Velocity, Astrometry",Radial Velocity,,HD 203387 c,,iot Cap,320.5616499,-16.83454389,4.27,3.17,2.82,2.32,2.25,61.7477,1.15455,1.15455,0.05,0.05,0.05,2.89,0.08,0.08,10.67,0.62,0.62,G7III,0.39,0.03,0.03,5200,20,20,,,"32 Cap, HD 203387, HIP 105515, HR 8167"
iot Dra b,Confirmed,16.4,4,4,11.07,0.46,0.46,,,,510.855,0.014,0.014,1.448,0.029,0.029,0.7008,0.0018,0.0018,46,19,19,0.040476,2002,28-05-2024,89.47,0.35,0.35,2452014.2,0.16,0.16,,,,,,,,,,,,,,,,,,,311,1,1,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"Edasich b, 27 Dra b, HIP 75458 b, HD 137759 b",,iot Dra,231.2291667,58.9658333,3.31,,,,,31.5,,,0.15,0.2,0.2,1.4,0.2,0.2,12.8,0.17,0.17,K2 III,,,,4445,45,45,,,"Edasich, 12 Dra, HD 137759, HIP 75458"
iot Dra c,Confirmed,17,5.4,5.4,15.6,5.1,5.1,,,,24840,13150,13150,19.4,7.7,7.7,,,,86,19,19,,2021,28-05-2024,,,,2476000,13000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"Edasich c, 27 Dra c, HD 137759 c, HIP 75458 c",,iot Dra,231.2291667,58.9658333,3.31,,,,,31.5,,,0.15,0.2,0.2,1.4,0.2,0.2,12.8,0.17,0.17,K2 III,,,,4445,45,45,,,"Edasich, 12 Dra, HD 137759, HIP 75458"
iot Hor b,Confirmed,2.26,0.18,0.18,2.26,0.18,0.18,,,,320.1,2.1,2.1,0.925,0.104,0.104,0.161,0.069,0.069,,,,0.053873,1999,12-06-2024,83,11,11,2450307,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,HR 810 b,,iot Hor,40.6291667,-50.8033333,5.4,,,,,17.17,0.07,0.07,0.25,,,1.11,0.07,0.07,1.85,0.85,0.85,G0V pecul.,3.6,3.1,3.1,5997,,,,,"HD 17051, HR 810"
IRAS 16253-2429,Confirmed,32,,,,,,,,,,,,,,,,,,,,,,2004,09-08-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,"Imaging, Other, Kinematic",,,IRAS 16253,H2,,247.0925,-24.60861111,,,,,,125,,,,,,,,,,,,,,,,,,,,,
IRAS 16253-2429 b,Confirmed,32,,,,,,,,,,,,62,,,,,,,,,,2016,09-08-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,"Imaging, Other, Kinematic",,,IRAS 16253 b,H2,,247.0925,-24.60861111,,,,,,125,,,,,,,,,,,,,,,,,,,,,
ISOY J0535-0447 b,Confirmed,50,,,,,,,,,3.905625,3.00E-05,3.00E-05,0.0465,,,,,,88.8,0.9,0.9,,2012,11-08-2024,,,,2455126.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,ISOY J053526.88-044730.7 b,,ISOY J0535-0447,83.86202221,-4.791870547,12.3,,,,,395.489,5.6535,5.6535,,,,1.16,0.215,0.215,2.235,0.135,0.135,F8,,,,6128,437.973,437.973,,,"Parenago 2017, ISOY J053526.88-044730.7, Brun 691"
K2-111 c,Confirmed,0.0349,0.003,0.003,0.0349,0.003,0.003,,,,15.6805,0.0064,0.0064,0.1157,0.001,0.001,0.07,0.07,0.07,,,,,2020,10-12-2023,-79.6,150.1,150.1,2458119.62,0.33,0.33,,,,,,,,,,,,,,,,,,,3.19,0.3,0.3,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"EPIC 210894022 c, 2MASS J03593351+2117552 c, TIC 14227229 c, WISE J035933.62+211754.8 c",,K2-111,59.889755,21.298685,11.1,,9.768,9.477,9.4,201.7,2.7,2.7,-0.46,0.05,0.05,0.84,0.02,0.02,1.25,0.02,0.02,G2,12.3,-0.7,-0.7,5775,60,60,,,"2MASS 03593351 + 211755, Cl* Melotte 25 PELS 9, K2-111, 2MASS J03593351+2117552, EPIC 210894022, TIC 14227229, WISE J035933.62+211754.8"
K2-18 c,Confirmed,0.02363,0.00418,0.00418,0.02363,0.00418,0.00418,,,,8.962,0.008,0.008,0.06,0.003,0.003,0.47,,,,,,,2017,05-02-2021,,,,,,,2457264.55,0.46,0.46,,,,,,,,,,,,,,,,4.63,0.72,0.72,363,14,14,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"2MASS J11301450+0735180 c, EPIC 201912552 c, WISE J113014.45+073516.8 c",,K2-18,172.560455,7.588391,13.5,,9.763,9.135,,38.07,0.08,0.08,0.12,0.16,0.16,0.36,0.05,0.05,0.41,0.04,0.04,M2.5 V,,,,3457,39,39,,,"EPIC 201912552, 2MASS J11301450+0735180, WISE J113014.45+073516.8"
K2-360 c,Confirmed,0.04792,0.00573,0.00573,0.04792,0.00573,0.00573,,,,9.79692,0.02961,0.02961,0.0883,0.0016,0.0016,0.13,0.07,0.07,,,,,2024,11-11-2024,18,40,40,,,,,,,,,,,,,,,,,,,,,,5.94,0.47,0.47,912,18,18,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,K2-360,183.7203333,1.968272222,11.8,10.262,10.588,,10.218,232.1,2.646,2.646,0.018,0.034,0.034,1.018,0.1169,0.1169,0.99,0.0484,0.0484,G3V,,,,5711.17,85.2871,85.2871,,,EPIC 201595106
K2-99 c,Confirmed,8.4,0.2,0.2,8.4,0.2,0.2,,,,522.2,1.4,1.4,1.43,0.01,0.01,0.21,0.01,0.01,,,,,2021,03-12-2021,13,2,2,2458025.6,2.8,2.8,,,,,,,,,,,,,,,,,,,170,2,2,390,6,6,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,K2-99,208.773743,-5.442466,11.149,,10.024,9.755,,522.29,11.88,11.88,0.21,0.06,0.06,1.63,0.04,0.04,2.63,0.07,0.07,G0 IV,2.4,0.6,0.6,6217,78,78,,,"TYC 4974-871, 2MASS J13550570-0526330, EPIC 212803289, TYC 4974-871-1, WISE J135505.70-052632.9"
kappa CrB b,Confirmed,1.6,,,1.6,,,,,,1251,15,15,2.6,,,0.073,0.049,0.049,,,,0.086817,2007,11-04-2021,210,51,51,2451860,180,180,,,,,,,,,,,,,,,,,,,23.6,1.1,1.1,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,kap CrB b,,kappa CrB,237.8083333,35.6575,4.79,,3.04,2.04,2.42,31.1,0.6,0.6,0.14,0.05,0.05,1.51,0.2,0.2,5,0.2,0.2,K1IVa,2.5,1,1,4960,70,70,,,kap CrB
KELT-4 Ab,Confirmed,0.9,0.06,0.06,0.878,0.067,0.067,1.7,0.05,0.05,2.989594,5.00E-06,5.00E-06,0.04321,0.00077,0.00077,0.03,0.021,0.021,83.11,0.57,0.57,,2013,06-09-2024,300,130,130,2456190.302,0.00022,0.00022,,,,,,,2456188.815,0.032,0.032,80,25,25,0.689,0.0012,0.0012,,,,108.6,7.4,7.4,1827,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Primary Transit,"BD+26 2091 Ab, TOI-5384.01",,KELT-4 A,157.0625458,25.57319446,9.98,,9.01,8.79,8.69,211,13,13,-0.116,0.071,0.071,1.204,0.063,0.063,1.61,0.068,0.068,F8IV,4.38,0.88,0.88,6207,76,76,,,"BD+26 2091 A, TOI-5384"
